"","site_id","date","AmpRatio","PhaseLag_h","Ratio_Mean","YEAR","AR_roll3","AR_roll7","AR_roll15","MR_roll3","MR_roll7","PL_roll7","PL_roll3"
"1","FB_1",2023-07-05,1.73,4.95,0.98,2023,NA,NA,NA,NA,NA,NA,NA
"2","FB_1",2023-07-06,0.21,-5.38,0.98,2023,NA,NA,NA,NA,NA,NA,NA
"3","FB_1",2023-07-07,0.15,-3.33,0.98,2023,0.696666666666667,NA,NA,0.98,NA,NA,-1.25333333333333
"4","FB_1",2023-07-08,0.18,-4.26,0.99,2023,0.18,NA,NA,0.983333333333333,NA,NA,-4.32333333333333
"5","FB_1",2023-07-09,0.33,-2.62,0.99,2023,0.22,NA,NA,0.986666666666667,NA,NA,-3.40333333333333
"6","FB_1",2023-07-10,1.25,-7.78,0.99,2023,0.586666666666667,0.641666666666667,0.641666666666667,0.99,0.985,-3.07,-4.88666666666667
"7","FB_1",2023-07-11,0.31,-6.98,0.98,2023,0.63,0.594285714285714,0.594285714285714,0.986666666666667,0.984285714285714,-3.62857142857143,-5.79333333333333
"8","FB_1",2023-07-12,0.26,-5.37,0.98,2023,0.606666666666667,0.384285714285714,0.5525,0.983333333333333,0.984285714285714,-5.10285714285714,-6.71
"9","FB_1",2023-07-13,0.18,-4.41,0.99,2023,0.25,0.38,0.511111111111111,0.983333333333333,0.985714285714286,-4.96428571428571,-5.58666666666667
"10","FB_1",2023-07-14,0.22,-5.39,0.99,2023,0.22,0.39,0.482,0.986666666666667,0.987142857142857,-5.25857142857143,-5.05666666666667
"11","FB_1",2023-07-15,0.26,-5.51,0.98,2023,0.22,0.401428571428571,0.461818181818182,0.986666666666667,0.985714285714286,-5.43714285714286,-5.10333333333333
"12","FB_1",2023-07-16,0.54,2.65,0.99,2023,0.34,0.431428571428571,0.468333333333333,0.986666666666667,0.985714285714286,-4.68428571428571,-2.75
"13","FB_1",2023-07-17,0.3,-5.37,0.98,2023,0.366666666666667,0.295714285714286,0.455384615384615,0.983333333333333,0.984285714285714,-4.34,-2.74333333333333
"14","FB_1",2023-07-18,0.14,-4.95,0.99,2023,0.326666666666667,0.271428571428571,0.432857142857143,0.986666666666667,0.985714285714286,-4.05,-2.55666666666667
"15","FB_1",2023-07-19,0.38,-8.31,0.99,2023,0.273333333333333,0.288571428571429,0.429333333333333,0.986666666666667,0.987142857142857,-4.47,-6.21
"16","FB_1",2023-07-20,0.21,-4.74,0.99,2023,0.243333333333333,0.292857142857143,0.328,0.99,0.987142857142857,-4.51714285714286,-6
"17","FB_1",2023-07-21,0.23,-2.53,1,2023,0.273333333333333,0.294285714285714,0.329333333333333,0.993333333333333,0.988571428571429,-4.10857142857143,-5.19333333333333
"18","FB_1",2023-07-22,0.29,-4.8,0.99,2023,0.243333333333333,0.298571428571429,0.338666666666667,0.993333333333333,0.99,-4.00714285714286,-4.02333333333333
"19","FB_1",2023-07-23,0.24,-5.39,0.99,2023,0.253333333333333,0.255714285714286,0.342666666666667,0.993333333333333,0.99,-5.15571428571429,-4.24
"20","FB_1",2023-07-24,0.22,-3.81,0.99,2023,0.25,0.244285714285714,0.335333333333333,0.99,0.991428571428571,-4.93285714285714,-4.66666666666667
"21","FB_1",2023-07-25,0.22,-5.64,0.99,2023,0.226666666666667,0.255714285714286,0.266666666666667,0.99,0.991428571428571,-5.03142857142857,-4.94666666666667
"22","FB_1",2023-07-26,0.26,-4.93,0.99,2023,0.233333333333333,0.238571428571429,0.263333333333333,0.99,0.991428571428571,-4.54857142857143,-4.79333333333333
"23","FB_1",2023-07-27,0.29,6.45,0.99,2023,0.256666666666667,0.25,0.265333333333333,0.99,0.991428571428571,-2.95,-1.37333333333333
"24","FB_1",2023-07-28,0.33,-5.93,0.98,2023,0.293333333333333,0.264285714285714,0.275333333333333,0.986666666666667,0.988571428571429,-3.43571428571429,-1.47
"25","FB_1",2023-07-29,0.06,-0.08,0.99,2023,0.226666666666667,0.231428571428571,0.264666666666667,0.986666666666667,0.988571428571429,-2.76142857142857,0.146666666666667
"26","FB_1",2023-07-30,0.25,-4.18,1,2023,0.213333333333333,0.232857142857143,0.264,0.99,0.99,-2.58857142857143,-3.39666666666667
"27","FB_1",2023-07-31,0.22,-4.28,1,2023,0.176666666666667,0.232857142857143,0.242666666666667,0.996666666666667,0.991428571428571,-2.65571428571429,-2.84666666666667
"28","FB_1",2023-08-01,0.17,-2.39,1,2023,0.213333333333333,0.225714285714286,0.234,1,0.992857142857143,-2.19142857142857,-3.61666666666667
"29","FB_1",2023-08-02,0.21,-4.88,1,2023,0.2,0.218571428571429,0.238666666666667,1,0.994285714285714,-2.18428571428571,-3.85
"30","FB_1",2023-08-03,0.2,-6.3,0.99,2023,0.193333333333333,0.205714285714286,0.226666666666667,0.996666666666667,0.994285714285714,-4.00571428571429,-4.52333333333333
"31","FB_1",2023-08-04,0.31,-1.86,1,2023,0.24,0.202857142857143,0.233333333333333,0.996666666666667,0.997142857142857,-3.42428571428571,-4.34666666666667
"32","FB_1",2023-08-05,0.26,-4.96,0.99,2023,0.256666666666667,0.231428571428571,0.235333333333333,0.993333333333333,0.997142857142857,-4.12142857142857,-4.37333333333333
